"code","title","country"
"54172","Research and Development in the Social Sciences and Humanities","all"
"541720","Research and Development in the Social Sciences and Humanities","all"
"5418","Advertising and Related Services","all"
"54181","Advertising Agencies","all"
"541810","Advertising Agencies","all"
"54182","Public Relations Services","all"
"541820","Public Relations Services","all"
"54183","Media Buying Agencies","all"
"541830","Media Buying Agencies","all"
"54184","Media Representatives","all"
"541840","Media Representatives","all"
"54185","Display Advertising","all"
"541850","Display Advertising","all"
"54186","Direct Mail Advertising","all"
"541860","Direct Mail Advertising","all"
"54187","Advertising Material Distribution Services","all"
"541870","Advertising Material Distribution Services","all"
"54189","Other Services Related to Advertising","all"
"541890","Other Services Related to Advertising","US"
"541891","Specialty Advertising Distributors","CAN"
"541899","All Other Services Related to Advertising","CAN"
"5419","Other Professional, Scientific and Technical Services","all"
"54191","Marketing Research and Public Opinion Polling","all"
"541910","Marketing Research and Public Opinion Polling","all"
"54192","Photographic Services","all"
"541920","Photographic Services","CAN"
"541921","Photography Studios, Portrait","US"
"541922","Commercial Photography","US"
"54193","Translation and Interpretation Services","all"
"541930","Translation and Interpretation Services","all"
"54194","Veterinary Services","all"
"541940","Veterinary Services","all"
"54199","All Other Professional, Scientific and Technical Services","all"
"541990","All Other Professional, Scientific and Technical Services","all"
"55","Management of Companies and Enterprises","all"
"551","Management of Companies and Enterprises","all"
"5511","Management of Companies and Enterprises","all"
"55111","Management of Companies and Enterprises","all"
"551111","Offices of Bank Holding Companies","US"
"551112","Offices of Other Holding Companies","US"
"551113","Holding Companies","CAN"
"551114","Head Offices","all"
"56","Administrative and Support, Waste Management and Remediation Services","all"
"561","Administrative and Support Services","all"
"5611","Office Administrative Services","all"
"56111","Office Administrative Services","all"
"561110","Office Administrative Services","all"
"5612","Facilities Support Services","all"
"56121","Facilities Support Services","all"
"561210","Facilities Support Services","all"
"5613","Employment Services","all"
"56131","Employment Placement Agencies","all"
"561310","Employment Placement Agencies","all"
"56132","Temporary Help Services","all"
"561320","Temporary Help Services","all"
"56133","Professional Employer Organizations","all"
"561330","Professional Employer Organizations","all"
"5614","Business Support Services","all"
"56141","Document Preparation Services","all"
"561410","Document Preparation Services","all"
"56142","Telephone Call Centres","all"
"561420","Telephone Call Centres","CAN"
"561421","Telephone Answering Services","US"
"561422","Telemarketing Bureaus","US"
"56143","Business Service Centres","all"
"561430","Business Service Centres","CAN"
"561431","Private Mail Centers","US"
"561439","Other Business Service Centers (including Copy Shops)","US"
"56144","Collection Agencies","all"
"561440","Collection Agencies","all"
"56145","Credit Bureaus","all"
"561450","Credit Bureaus","all"
"56149","Other Business Support Services","all"
"561490","Other Business Support Services","CAN"
"561491","Repossession Services","US"
"561492","Court Reporting and Stenotype Services","US"
"561499","All Other Business Support Services","US"
"5615","Travel Arrangement and Reservation Services","all"
"56151","Travel Agencies","all"
"561510","Travel Agencies","all"
"56152","Tour Operators","all"
"561520","Tour Operators","all"
"56159","Other Travel Arrangement and Reservation Services","all"
"561590","Other Travel Arrangement and Reservation Services","CAN"
"561591","Convention and Visitors Bureaus","US"
"561599","All Other Travel Arrangement and Reservation Services","US"
"5616","Investigation and Security Services","all"
"56161","Investigation, Guard and Armoured Car Services","all"
"561611","Investigation Services","all"
"561612","Security Guard and Patrol Services","all"
"561613","Armoured Car Services","all"
"56162","Security Systems Services","all"
"561621","Security Systems Services (except Locksmiths)","all"
"561622","Locksmiths","all"
"5617","Services to Buildings and Dwellings","all"
"56171","Exterminating and Pest Control Services","all"
"561710","Exterminating and Pest Control Services","all"
"56172","Janitorial Services","all"
"561720","Janitorial Services","US"
"561721","Window Cleaning Services","CAN"
"561722","Janitorial Services (except Window Cleaning)","CAN"
"56173","Landscaping Services","all"
"561730","Landscaping Services","all"
"56174","Carpet and Upholstery Cleaning Services","all"
"561740","Carpet and Upholstery Cleaning Services","all"
"56179","Other Services to Buildings and Dwellings","all"
"561790","Other Services to Buildings and Dwellings","US"
"561791","Duct and Chimney Cleaning Services","CAN"
"561799","All Other Services to Buildings and Dwellings","CAN"
"5619","Other Support Services","all"
"56191","Packaging and Labelling Services","all"
"561910","Packaging and Labelling Services","all"
"56192","Convention and Trade Show Organizers","all"
"561920","Convention and Trade Show Organizers","all"
"56199","All Other Support Services","all"
"561990","All Other Support Services","all"
"562","Waste Management and Remediation Services","all"
"5621","Waste Collection","all"
"56211","Waste Collection","all"
"562110","Waste Collection","CAN"
"562111","Solid Waste Collection","US"
"562112","Hazardous Waste Collection","US"
"562119","Other Waste Collection","US"
"5622","Waste Treatment and Disposal","all"
"56221","Waste Treatment and Disposal","all"
"562210","Waste Treatment and Disposal","CAN"
"562211","Hazardous Waste Treatment and Disposal","US"
"562212","Solid Waste Landfill","US"
"562213","Solid Waste Combustors and Incinerators","US"
"562219","Other Nonhazardous Waste Treatment and Disposal","US"
"5629","Remediation and Other Waste Management Services","all"
"56291","Remediation Services","all"
"562910","Remediation Services","all"
"56292","Material Recovery Facilities","all"
"562920","Material Recovery Facilities","all"
"56299","All Other Waste Management Services","all"
"562990","All Other Waste Management Services","CAN"
"562991","Septic Tank and Related Services","US"
"562998","All Other Miscellaneous Waste Management Services","US"
"61","Educational Services","all"
"611","Educational Services","all"
"6111","Elementary and Secondary Schools","all"
"61111","Elementary and Secondary Schools","all"
"611110","Elementary and Secondary Schools","all"
"6112","Community Colleges and C.E.G.E.P.s","all"
"61121","Community Colleges and C.E.G.E.P.s","all"
"611210","Community Colleges and C.E.G.E.P.s","all"
"6113","Universities","all"
"61131","Universities","all"
"611310","Universities","all"
"6114","Business Schools and Computer and Management Training","all"
"61141","Business and Secretarial Schools","all"
"611410","Business and Secretarial Schools","all"
"61142","Computer Training","all"
"611420","Computer Training","all"
"61143","Professional and Management Development Training","all"
"611430","Professional and Management Development Training","all"
"6115","Technical and Trade Schools","all"
"61151","Technical and Trade Schools","all"
"611510","Technical and Trade Schools","CAN"
"611511","Cosmetology and Barber Schools","US"
"611512","Flight Training","US"
"611513","Apprenticeship Training","US"
"611519","Other Technical and Trade Schools","US"
"6116","Other Schools and Instruction","all"
"61161","Fine Arts Schools","all"
"611610","Fine Arts Schools","all"
"61162","Athletic Instruction","all"
"611620","Athletic Instruction","all"
"61163","Language Schools","all"
"611630","Language Schools","all"
"61169","All Other Schools and Instruction","all"
"611690","All Other Schools and Instruction","CAN"
"611691","Exam Preparation and Tutoring","US"
"611692","Automobile Driving Schools","US"
"611699","All Other Miscellaneous Schools and Instruction","US"
"6117","Educational Support Services","all"
"61171","Educational Support Services","all"
"611710","Educational Support Services","all"
"62","Health Care and Social Assistance","all"
"621","Ambulatory Health Care Services","all"
"6211","Offices of Physicians","all"
"62111","Offices of Physicians","all"
"621110","Offices of Physicians","CAN"
"621111","Offices of Physicians (except Mental Health Specialists)","US"
"621112","Offices of Physicians, Mental Health Specialists","US"
"6212","Offices of Dentists","all"
"62121","Offices of Dentists","all"
"621210","Offices of Dentists","all"
"6213","Offices of Other Health Practitioners","all"
"62131","Offices of Chiropractors","all"
"621310","Offices of Chiropractors","all"
"62132","Offices of Optometrists","all"
"621320","Offices of Optometrists","all"
"62133","Offices of Mental Health Practitioners (except Physicians)","all"
"621330","Offices of Mental Health Practitioners (except Physicians)","all"
"62134","Offices of Physical, Occupational, and Speech Therapists and Audiologists","all"
"621340","Offices of Physical, Occupational, and Speech Therapists and Audiologists","all"
"62139","Offices of All Other Health Practitioners","all"
"621390","Offices of All Other Health Practitioners","CAN"
"621391","Offices of Podiatrists","US"
"621399","Offices of All Other Miscellaneous Health Practitioners","US"
"6214","Out-Patient Care Centres","all"
"62141","Family Planning Centres","all"
"621410","Family Planning Centres","all"
"62142","Out-Patient Mental Health and Substance Abuse Centres","all"
"621420","Out-Patient Mental Health and Substance Abuse Centres","all"
"62149","Other Out-Patient Care Centres","all"
"621491","HMO Medical Centers","US"
"621492","Kidney Dialysis Centers","US"
"621493","Freestanding Ambulatory Surgical and Emergency Centers","US"
"621494","Community Health Centres","CAN"
"621498","All Other Outpatient Care Centers","US"
"621499","All Other Out-Patient Care Centres","CAN"
"6215","Medical and Diagnostic Laboratories","all"
"62151","Medical and Diagnostic Laboratories","all"
"621510","Medical and Diagnostic Laboratories","CAN"
"621511","Medical Laboratories","US"
"621512","Diagnostic Imaging Centers","US"
"6216","Home Health Care Services","all"
"62161","Home Health Care Services","all"
"621610","Home Health Care Services","all"
"6219","Other Ambulatory Health Care Services","all"
"62191","Ambulance Services","all"
"621910","Ambulance Services","US"
"621911","Ambulance (except Air Ambulance) Services","CAN"
"621912","Air Ambulance Services","CAN"
"62199","All Other Ambulatory Health Care Services","all"
"621990","All Other Ambulatory Health Care Services","CAN"
"621991","Blood and Organ Banks","US"
"621999","All Other Miscellaneous Ambulatory Health Care Services","US"
"622","Hospitals","all"
"6221","General Medical and Surgical Hospitals","all"
"62211","General Medical and Surgical Hospitals","all"
"622110","General Medical and Surgical Hospitals","US"
"622111","General (except Paediatric) Hospitals","CAN"
"622112","Paediatric Hospitals","CAN"
"6222","Psychiatric and Substance Abuse Hospitals","all"
"62221","Psychiatric and Substance Abuse Hospitals","all"
"622210","Psychiatric and Substance Abuse Hospitals","all"
"6223","Specialty (except Psychiatric and Substance Abuse) Hospitals","all"
"62231","Specialty (except Psychiatric and Substance Abuse) Hospitals","all"
"622310","Specialty (except Psychiatric and Substance Abuse) Hospitals","all"
"623","Nursing and Residential Care Facilities","all"
"6231","Nursing Care Facilities","all"
"62311","Nursing Care Facilities","all"
"623110","Nursing Care Facilities","all"
"6232","Residential Developmental Handicap, Mental Health and Substance Abuse Facilities","all"
"62321","Residential Developmental Handicap Facilities","all"
"623210","Residential Developmental Handicap Facilities","all"
"62322","Residential Mental Health and Substance Abuse Facilities","all"
"623220","Residential Mental Health and Substance Abuse Facilities","US"
"623221","Residential Substance Abuse Facilities","CAN"
"623222","Homes for the Psychiatrically Disabled","CAN"
"6233","Community Care Facilities for the Elderly","all"
"62331","Community Care Facilities for the Elderly","all"
"623310","Community Care Facilities for the Elderly","CAN"
"623311","Continuing Care Retirement Communities","US"
"623312","Homes for the Elderly","US"
"6239","Other Residential Care Facilities","all"
"62399","Other Residential Care Facilities","all"
"623990","Other Residential Care Facilities","US"
"623991","Transition Homes for Women","CAN"
"623992","Homes for Emotionally Disturbed Children","CAN"
"623993","Homes for the Physically Handicapped or Disabled","CAN"
"623999","All Other Residential Care Facilities","CAN"
"624","Social Assistance","all"
"6241","Individual and Family Services","all"
"62411","Child and Youth Services","all"
"624110","Child and Youth Services","all"
"62412","Services for the Elderly and Persons with Disabilities","all"
"624120","Services for the Elderly and Persons with Disabilities","all"
"62419","Other Individual and Family Services","all"
"624190","Other Individual and Family Services","all"
"6242","Community Food and Housing, and Emergency and Other Relief Services","all"
"62421","Community Food Services","all"
"624210","Community Food Services","all"
"62422","Community Housing Services","all"
"624220","Community Housing Services","CAN"
"624221","Temporary Shelters","US"
"624229","Other Community Housing Services","US"
"62423","Emergency and Other Relief Services","all"
"624230","Emergency and Other Relief Services","all"
"6243","Vocational Rehabilitation Services","all"
"62431","Vocational Rehabilitation Services","all"
"624310","Vocational Rehabilitation Services","all"
"6244","Child Day-Care Services","all"
"62441","Child Day-Care Services","all"
"624410","Child Day-Care Services","all"
"71","Arts, Entertainment and Recreation","all"
"711","Performing Arts, Spectator Sports and Related Industries","all"
"7111","Performing Arts Companies","all"
"71111","Theatre Companies and Dinner Theatres","all"
"711110","Theater Companies and Dinner Theaters","US"
"711111","Theatre (except Musical) Companies","CAN"
"711112","Musical Theatre and Opera Companies","CAN"
"71112","Dance Companies","all"
"711120","Dance Companies","all"
"71113","Musical Groups and Artists","all"
"711130","Musical Groups and Artists","all"
"71119","Other Performing Arts Companies","all"
"711190","Other Performing Arts Companies","all"
"7112","Spectator Sports","all"
"71121","Spectator Sports","all"
"711211","Sports Teams and Clubs","all"
"711212","Racetracks","US"
"711213","Horse Race Tracks","CAN"
"711218","Other Spectator Sports","CAN"
"711219","Other Spectator Sports","US"
"7113","Promoters (Presenters) of Performing Arts, Sports and Similar Events","all"
"71131","Promoters (Presenters) of Performing Arts, Sports and Similar Events with Facilities","all"
"711310","Promoters of Performing Arts, Sports, and Similar Events with Facilities","US"
"711311","Live Theatres and Other Performing Arts Presenters with Facilities","CAN"
"711319","Sports Stadiums and Other Presenters with Facilities","CAN"
"71132","Promoters (Presenters) of Performing Arts, Sports and Similar Events without Facilities","all"
"711320","Promoters of Performing Arts, Sports, and Similar Events without Facilities","US"
"711321","Performing Arts Promoters (Presenters) without Facilities","CAN"
"711322","Festivals without Facilities","CAN"
"711329","Sports Presenters and Other Presenters without Facilities","CAN"
"7114","Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures","all"
"71141","Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures","all"
"711410","Agents and Managers for Artists, Athletes, Entertainers and Other Public Figures","all"
"7115","Independent Artists, Writers and Performers","all"
"71151","Independent Artists, Writers and Performers","all"
"711510","Independent Artists, Writers and Performers","all"
"712","Heritage Institutions","all"
"7121","Heritage Institutions","all"
"71211","Museums","all"
"712110","Museums","US"
"712111","Non-Commercial Art Museums and Galleries","CAN"
"712119","Museums (except Art Museums and Galleries)","CAN"
"71212","Historic and Heritage Sites","all"
"712120","Historic and Heritage Sites","all"
"71213","Zoos and Botanical Gardens","all"
"712130","Zoos and Botanical Gardens","all"
"71219","Other Heritage Institutions","all"
"712190","Other Heritage Institutions","all"
"713","Amusement, Gambling and Recreation Industries","all"
"7131","Amusement Parks and Arcades","all"
"71311","Amusement and Theme Parks","all"
"713110","Amusement and Theme Parks","all"
"71312","Amusement Arcades","all"
"713120","Amusement Arcades","all"
"7132","Gambling Industries","all"
"71321","Casinos (except Casino Hotels)","all"
"713210","Casinos (except Casino Hotels)","all"
"71329","Other Gambling Industries","all"
"713290","Other Gambling Industries","US"
"713291","Lotteries","CAN"
"713299","All Other Gambling Industries","CAN"
"7139","Other Amusement and Recreation Industries","all"
"71391","Golf Courses and Country Clubs","all"
"713910","Golf Courses and Country Clubs","all"
"71392","Skiing Facilities","all"
"713920","Skiing Facilities","all"
"71393","Marinas","all"
"713930","Marinas","all"
"71394","Fitness and Recreational Sports Centres","all"
"713940","Fitness and Recreational Sports Centres","all"
"71395","Bowling Centres","all"
"713950","Bowling Centres","all"
"71399","All Other Amusement and Recreation Industries","all"
"713990","All Other Amusement and Recreation Industries","all"
"72","Accommodation and Food Services","all"
"721","Accommodation Services","all"
"7211","Traveller Accommodation","all"
"72111","Hotels (except Casino Hotels) and Motels","all"
"721110","Hotels (except Casino Hotels) and Motels","US"
"721111","Hotels","CAN"
"721112","Motor Hotels","CAN"
"721113","Resorts","CAN"
"721114","Motels","CAN"
"72112","Casino Hotels","all"
"721120","Casino Hotels","all"
"72119","Other Traveller Accommodation","all"
"721191","Bed and Breakfast","all"
"721192","Housekeeping Cottages and Cabins","CAN"
"721198","All Other Traveller Accommodation","CAN"
"721199","All Other Traveler Accommodation","US"
"7212","RV (Recreational Vehicle) Parks and Recreational Camps","all"
"72121","RV (Recreational Vehicle) Parks and Recreational Camps","all"
"721211","RV (Recreational Vehicle) Parks and Campgrounds","all"
"721212","Hunting and Fishing Camps","CAN"
"721213","Recreational (except Hunting and Fishing) and Vacation Camps","CAN"
"721214","Recreational and Vacation Camps (except Campgrounds)","US"
"7213","Rooming and Boarding Houses","all"
"72131","Rooming and Boarding Houses","all"
"721310","Rooming and Boarding Houses","all"
"722","Food Services and Drinking Places","all"
"7221","Full-Service Restaurants","all"
"72211","Full-Service Restaurants","all"
"722110","Full-Service Restaurants","all"
"7222","Limited-Service Eating Places","all"
"72221","Limited-Service Eating Places","all"
"722210","Limited-Service Eating Places","CAN"
"722211","Limited-Service Restaurants","US"
"722212","Cafeterias","US"
"722213","Snack and Nonalcoholic Beverage Bars","US"
"7223","Special Food Services","all"
"72231","Food Service Contractors","all"
"722310","Food Service Contractors","all"
"72232","Caterers","all"
"722320","Caterers","all"
"72233","Mobile Food Services","all"
"722330","Mobile Food Services","all"
"7224","Drinking Places (Alcoholic Beverages)","all"
"72241","Drinking Places (Alcoholic Beverages)","all"
"722410","Drinking Places (Alcoholic Beverages)","all"
"81","Other Services (except Public Administration)","all"
"811","Repair and Maintenance","all"
"8111","Automotive Repair and Maintenance","all"
"81111","Automotive Mechanical and Electrical Repair and Maintenance","all"
"811111","General Automotive Repair","all"
"811112","Automotive Exhaust System Repair","all"
"811113","Automotive Transmission Repair","US"
"811118","Other Automotive Mechanical and Electrical Repair and Maintenance","US"
"811119","Other Automotive Mechanical and Electrical Repair and Maintenance","CAN"
"81112","Automotive Body, Paint, Interior and Glass Repair","all"
"811121","Automotive Body, Paint and Interior Repair and Maintenance","all"
"811122","Automotive Glass Replacement Shops","all"
"81119","Other Automotive Repair and Maintenance","all"
"811191","Automotive Oil Change and Lubrication Shops","US"
"811192","Car Washes","all"
"811198","All Other Automotive Repair and Maintenance","US"
"811199","All Other Automotive Repair and Maintenance","CAN"
"8112","Electronic and Precision Equipment Repair and Maintenance","all"
"81121","Electronic and Precision Equipment Repair and Maintenance","all"
"811210","Electronic and Precision Equipment Repair and Maintenance","CAN"
"811211","Consumer Electronics Repair and Maintenance","US"
"811212","Computer and Office Machine Repair and Maintenance","US"
"811213","Communication Equipment Repair and Maintenance","US"
"811219","Other Electronic and Precision Equipment Repair and Maintenance","US"
"8113","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","all"
"81131","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","all"
"811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","all"
"8114","Personal and Household Goods Repair and Maintenance","all"
"81141","Home and Garden Equipment and Appliance Repair and Maintenance","all"
"811411","Home and Garden Equipment Repair and Maintenance","all"
"811412","Appliance Repair and Maintenance","all"
"81142","Reupholstery and Furniture Repair","all"
"811420","Reupholstery and Furniture Repair","all"
"81143","Footwear and Leather Goods Repair","all"
"811430","Footwear and Leather Goods Repair","all"
"81149","Other Personal and Household Goods Repair and Maintenance","all"
"811490","Other Personal and Household Goods Repair and Maintenance","all"
"812","Personal and Laundry Services","all"
"8121","Personal Care Services","all"
"81211","Hair Care and Esthetic Services","all"
"812111","Barber Shops","US"
"812112","Beauty Salons","US"
"812113","Nail Salons","US"
"812114","Barber Shops","CAN"
"812115","Beauty Salons","CAN"
"812116","Unisex Hair Salons","CAN"
"81219","Other Personal Care Services","all"
"812190","Other Personal Care Services","CAN"
"812191","Diet and Weight Reducing Centers","US"
"812199","Other Personal Care Services","US"
"8122","Funeral Services","all"
"81221","Funeral Homes","all"
"812210","Funeral Homes","all"
"81222","Cemeteries and Crematoria","all"
"812220","Cemeteries and Crematoria","all"
"8123","Dry Cleaning and Laundry Services","all"
"81231","Coin-Operated Laundries and Dry Cleaners","all"
"812310","Coin-Operated Laundries and Dry Cleaners","all"
"81232","Dry Cleaning and Laundry Services (except Coin-Operated)","all"
"812320","Dry Cleaning and Laundry Services (except Coin-Operated)","all"
"81233","Linen and Uniform Supply","all"
"812330","Linen and Uniform Supply","CAN"
"812331","Linen Supply","US"
"812332","Industrial Launderers","US"
"8129","Other Personal Services","all"
"81291","Pet Care (except Veterinary) Services","all"
"812910","Pet Care (except Veterinary) Services","all"
"81292","Photo Finishing Services","all"
"812921","Photo Finishing Laboratories (except One-Hour)","all"
"812922","One-Hour Photo Finishing","all"
"81293","Parking Lots and Garages","all"
"812930","Parking Lots and Garages","all"
"81299","All Other Personal Services","all"
"812990","All Other Personal Services","all"
"813","Religious, Grant-Making, Civic, and Professional and Similar Organizations","all"
"8131","Religious Organizations","all"
"81311","Religious Organizations","all"
"813110","Religious Organizations","all"
"8132","Grant-Making and Giving Services","all"
"81321","Grant-Making and Giving Services","all"
"813210","Grant-Making and Giving Services","CAN"
"813211","Grantmaking Foundations","US"
"813212","Voluntary Health Organizations","US"
"813219","Other Grantmaking and Giving Services","US"
"8133","Social Advocacy Organizations","all"
"81331","Social Advocacy Organizations","all"
"813310","Social Advocacy Organizations","CAN"
"813311","Human Rights Organizations","US"
"813312","Environment, Conservation and Wildlife Organizations","US"
"813319","Other Social Advocacy Organizations","US"
"8134","Civic and Social Organizations","all"
"81341","Civic and Social Organizations","all"
"813410","Civic and Social Organizations","all"
"8139","Business, Professional, Labour and Other Membership Organizations","all"
"81391","Business Associations","all"
"813910","Business Associations","all"
"81392","Professional Organizations","all"
"813920","Professional Organizations","all"
"81393","Labour Organizations","all"
"813930","Labour Organizations","all"
"81394","Political Organizations","all"
"813940","Political Organizations","all"
"81399","Other Membership Organizations","all"
"813990","Other Membership Organizations","all"
"814","Private Households","all"
"8141","Private Households","all"
"81411","Private Households","all"
"814110","Private Households","all"
"91","Public Administration","CAN"
"911","Federal Government Public Administration","CAN"
"9111","Defence Services","CAN"
"91111","Defence Services","CAN"
"911110","Defence Services","CAN"
"9112","Federal Protective Services","CAN"
"91121","Federal Courts of Law","CAN"
"911210","Federal Courts of Law","CAN"
"91122","Federal Correctional Services","CAN"
"911220","Federal Correctional Services","CAN"
"91123","Federal Police Services","CAN"
"911230","Federal Police Services","CAN"
"91124","Federal Regulatory Services","CAN"
"911240","Federal Regulatory Services","CAN"
"91129","Other Federal Protective Services","CAN"
"911290","Other Federal Protective Services","CAN"
"9113","Federal Labour, Employment and Immigration Services","CAN"
"91131","Federal Labour and Employment Services","CAN"
"911310","Federal Labour and Employment Services","CAN"
"91132","Immigration Services","CAN"
"911320","Immigration Services","CAN"
"91139","Other Federal Labour, Employment and Immigration Services","CAN"
"911390","Other Federal Labour, Employment and Immigration Services","CAN"
"9114","Foreign Affairs and International Assistance","CAN"
"91141","Foreign Affairs","CAN"
"911410","Foreign Affairs","CAN"
"91142","International Assistance","CAN"
"911420","International Assistance","CAN"
"9119","Other Federal Government Public Administration","CAN"
"91191","Other Federal Government Public Administration","CAN"
"911910","Other Federal Government Public Administration","CAN"
"912","Provincial and Territorial Public Administration","CAN"
"9121","Provincial Protective Services","CAN"
"91211","Provincial Courts of Law","CAN"
"912110","Provincial Courts of Law","CAN"
"91212","Provincial Correctional Services","CAN"
"912120","Provincial Correctional Services","CAN"
"91213","Provincial Police Services","CAN"
"912130","Provincial Police Services","CAN"
"91214","Provincial Fire-Fighting Services","CAN"
"912140","Provincial Fire-Fighting Services","CAN"
"91215","Provincial Regulatory Services","CAN"
"912150","Provincial Regulatory Services","CAN"
"91219","Other Provincial Protective Services","CAN"
"912190","Other Provincial Protective Services","CAN"
"9122","Provincial Labour and Employment Services","CAN"
"91221","Provincial Labour and Employment Services","CAN"
"912210","Provincial Labour and Employment Services","CAN"
"9129","Other Provincial and Territorial Public Administration","CAN"
"91291","Other Provincial and Territorial Public Administration","CAN"
"912910","Other Provincial and Territorial Public Administration","CAN"
"913","Local, Municipal and Regional Public Administration","CAN"
"9131","Municipal Protective Services","CAN"
"91311","Municipal Courts of Law","CAN"
"913110","Municipal Courts of Law","CAN"
"91312","Municipal Correctional Services","CAN"
"913120","Municipal Correctional Services","CAN"
"91313","Municipal Police Services","CAN"
"913130","Municipal Police Services","CAN"
"91314","Municipal Fire-Fighting Services","CAN"
"913140","Municipal Fire-Fighting Services","CAN"
"91315","Municipal Regulatory Services","CAN"
"913150","Municipal Regulatory Services","CAN"
"91319","Other Municipal Protective Services","CAN"
"913190","Other Municipal Protective Services","CAN"
"9139","Other Local, Municipal and Regional Public Administration","CAN"
"91391","Other Local, Municipal and Regional Public Administration","CAN"
"913910","Other Local, Municipal and Regional Public Administration","CAN"
"914","Aboriginal Public Administration","CAN"
"9141","Aboriginal Public Administration","CAN"
"91411","Aboriginal Public Administration","CAN"
"914110","Aboriginal Public Administration","CAN"
"919","International and Other Extra-Territorial Public Administration","CAN"
"9191","International and Other Extra-Territorial Public Administration","CAN"
"91911","International and Other Extra-Territorial Public Administration","CAN"
"919110","International and Other Extra-Territorial Public Administration","CAN"
"92","Public Administration","US"
"921","Executive, Legislative, and Other General Government Support","US"
"9211","Executive, Legislative, and Other General Government Support","US"
"92111","Executive Offices","US"
"921110","Executive Offices","US"
"92112","Legislative Bodies","US"
"921120","Legislative Bodies","US"
"92113","Public Finance Activities","US"
"921130","Public Finance Activities","US"
"92114","Executive and Legislative Offices, Combined","US"
"921140","Executive and Legislative Offices, Combined","US"
"92115","American Indian and Alaska Native Tribal Governments","US"
"921150","American Indian and Alaska Native Tribal Governments","US"
"92119","Other General Government Support","US"
"921190","Other General Government Support","US"
"922","Justice, Public Order, and Safety Activities","US"
"9221","Justice, Public Order, and Safety Activities","US"
"92211","Courts","US"
"922110","Courts","US"
"92212","Police Protection","US"
"922120","Police Protection","US"
"92213","Legal Counsel and Prosecution","US"
"922130","Legal Counsel and Prosecution","US"
"92214","Correctional Institutions","US"
"922140","Correctional Institutions","US"
"92215","Parole Offices and Probation Offices","US"
"922150","Parole Offices and Probation Offices","US"
"92216","Fire Protection","US"
"922160","Fire Protection","US"
"92219","Other Justice, Public Order, and Safety Activities","US"
"922190","Other Justice, Public Order, and Safety Activities","US"
"923","Administration of Human Resource Programs","US"
"9231","Administration of Human Resource Programs","US"
"92311","Administration of Education Programs","US"
"923110","Administration of Education Programs","US"
"92312","Administration of Public Health Programs","US"
"923120","Administration of Public Health Programs","US"
"92313","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","US"
"923130","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs)","US"
"92314","Administration of Veterans' Affairs","US"
"923140","Administration of Veterans' Affairs","US"
"924","Administration of Environmental Quality Programs","US"
"9241","Administration of Environmental Quality Programs","US"
"92411","Administration of Air and Water Resource and Solid Waste Management Programs","US"
"924110","Administration of Air and Water Resource and Solid Waste Management Programs","US"
"92412","Administration of Conservation Programs","US"
"924120","Administration of Conservation Programs","US"
"925","Administration of Housing Programs, Urban Planning, and Community Development","US"
"9251","Administration of Housing Programs, Urban Planning, and Community Development","US"
"92511","Administration of Housing Programs","US"
"925110","Administration of Housing Programs","US"
"92512","Administration of Urban Planning and Community and Rural Development","US"
"925120","Administration of Urban Planning and Community and Rural Development","US"
"926","Administration of Economic Programs","US"
"9261","Administration of Economic Programs","US"
"92611","Administration of General Economic Programs","US"
"926110","Administration of General Economic Programs","US"
"92612","Regulation and Administration of Transportation Programs","US"
"926120","Regulation and Administration of Transportation Programs","US"
"92613","Regulation and Administration of Communications, Electric, Gas, and Other Utilities","US"
"926130","Regulation and Administration of Communications, Electric, Gas, and Other Utilities","US"
"92614","Regulation of Agricultural Marketing and Commodities","US"
"926140","Regulation of Agricultural Marketing and Commodities","US"
"92615","Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors","US"
"926150","Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors","US"
"927","Space Research and Technology","US"
"9271","Space Research and Technology","US"
"92711","Space Research and Technology","US"
"927110","Space Research and Technology","US"
"928","National Security and International Affairs","US"
"9281","National Security and International Affairs","US"
"92811","National Security","US"
"928110","National Security","US"
"92812","International Affairs","US"
"928120","International Affairs","US"
